Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
7725,31,1.0,44.825250190495375,24.240045212498355,8.0,7,12.0,1981,0.041124634,B,B,46,9515,5,,1,10,B,207633.6602870756
8859,66,2.0,49.39599972865716,28.299600040195045,5.0,6,5.0,1962,0.458174486,B,A,26,4439,1,1130.0,1,5,B,186971.9265661055
4842,143,1.0,47.582479895571225,,1.0,16,16.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,128803.59381001431
2423,40,1.0,42.367288692851375,40.012528663007295,1.0,16,14.0,2015,0.195781053,B,B,23,5212,6,,3,2,B,250466.98077681608
3667,94,1.0,50.97489077227677,,1.0,7,16.0,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B,260328.41337559265
7702,183,3.0,75.61106465625633,47.49462144277383,8.0,11,9.0,1976,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,366916.2464940092
1777,96,3.0,86.32636026251232,46.09724096684023,10.0,3,17.0,1986,0.0,B,B,23,5067,4,,2,6,B,421803.7487527664
5235,79,1.0,38.174327931544674,23.123014447210174,9.0,6,12.0,1969,0.014423113999999999,B,B,19,3806,4,,0,3,B,194273.04455506642
2161,207,1.0,44.20394691086295,,0.0,2,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,135466.55995845908
8549,125,2.0,65.40996541571897,,1.0,18,1.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,191205.27260844488
2609,26,3.0,83.26252987516949,4.7691744289810005,1.0,13,1.0,1977,0.127375905,B,B,43,8429,3,,3,9,B,410883.89201982936
4674,51,2.0,52.96691455467195,33.79333603319955,8.0,13,14.0,1985,0.0077202819999999985,B,B,38,4788,2,,0,4,B,235998.2077440021
6413,191,1.0,34.127058575140786,19.435737708983073,6.0,5,5.0,1960,0.111627393,B,B,50,12238,8,1970.0,2,3,B,173155.77077902228
3498,74,2.0,53.19964976411252,32.45905229638281,9.0,3,3.0,2019,0.005767451,B,B,1,388,0,,0,0,B,94061.94357934453
4724,74,1.0,43.03339773536077,,1.0,3,4.0,1977,0.014072961,B,B,2,475,0,,0,0,B,72659.97157533352
6155,82,1.0,47.837629919443124,22.2977391797552,1.0,21,24.0,2014,0.060753049,B,B,15,2787,2,520.0,0,7,B,233717.2987088421
3787,114,4.0,104.76902158523696,79.31665044874494,8.0,4,8.0,1960,0.20014680199999998,B,B,23,3975,8,770.0,2,0,B,600903.8285622502
5445,134,2.0,73.31497505994463,74.13126066002347,1.0,7,6.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,254005.38186295828
9065,207,2.0,58.78366099380082,55.441255821329314,11.0,13,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B,138396.98461170195
3087,74,2.0,65.8329536451764,,1.0,11,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,193398.61374915
9313,63,1.0,78.9361644571503,76.74665410997709,1.0,8,7.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,226206.96243502828
5473,74,2.0,55.521797407031706,,0.0,3,4.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,93217.7529240404
3547,48,1.0,32.99499423527054,17.717022189890667,5.0,4,5.0,1963,0.033493708,B,B,66,10573,1,1322.0,3,8,B,158611.39437663936
4603,76,3.0,80.91644470821366,52.86178492766021,8.0,2,5.0,1961,0.020741326,B,B,24,5613,5,1340.0,2,5,B,308656.41967736284
8373,116,1.0,33.07180726663486,22.237242127160783,6.0,2,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,154480.96795636456
5675,125,3.0,79.79076199740489,,1.0,16,1.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,193595.8005105045
7856,34,2.0,44.57722076629535,31.53370069059577,5.0,3,5.0,1969,0.081943463,B,B,20,2738,20,,1,4,B,301309.74408345786
1616,115,1.0,40.0649141598976,38.73328804612138,8.0,13,14.0,1974,0.007658515,B,B,35,7077,56,2301.0,3,19,B,160810.5466807867
3182,168,2.0,63.79106395448328,40.75758734473419,10.0,16,22.0,2006,0.093442564,B,B,23,4635,5,3300.0,2,4,B,91594.31553801152
6756,20,3.0,78.27522650652459,58.33087559633692,6.0,9,9.0,1953,0.16909109,B,B,19,3856,10,,2,5,B,387904.13631971186
7031,10,2.0,62.747509162160966,28.196812696518478,8.0,5,10.0,1956,0.0,B,B,30,7538,87,4702.0,5,5,B,555661.9439687196
1169,181,1.0,42.01979508688624,21.14737194085171,13.0,4,5.0,1965,0.111627393,B,B,50,12238,8,1970.0,2,3,B,180450.68204402085
1596,143,3.0,79.07867281708461,,1.0,2,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,200932.350329152
6686,7,1.0,35.562393798612455,17.52672637150672,7.0,8,9.0,1972,0.282797669,B,B,33,8667,2,,0,6,B,170703.86725876507
8325,207,1.0,52.08443546914479,,6.0,13,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A,155463.0920325192
3775,74,1.0,43.04351178074749,,1.0,8,25.0,2014,0.075778755,B,B,6,1437,3,,0,2,B,124902.5557874368
7042,143,3.0,87.20062463308382,87.73022491210894,0.0,21,22.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,300180.3656688172
2993,140,1.0,47.5445205838825,21.48471354712696,8.0,7,17.0,1979,0.050755569,B,B,24,5469,1,145.0,0,1,B,250434.86992014808
7192,17,4.0,90.62047287074104,62.28324321665264,8.0,7,10.0,1960,0.319809354,B,B,25,4756,16,2857.0,5,8,B,526817.5633390079
2434,77,2.0,55.681776413210144,32.43445241809937,8.0,12,12.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B,223528.98257966046
5194,125,1.0,38.50640717439108,,1.0,9,17.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,128959.85248764248
8106,207,1.0,47.557691263772924,22.68232127479575,1.0,16,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B,130190.64357920545
7812,63,1.0,36.47008559970377,20.80264547481964,9.0,5,12.0,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B,144224.82073375766
378,40,1.0,40.17818859271135,19.442491727110767,9.0,10,12.0,1968,0.014423113999999999,B,B,19,3806,4,,0,3,B,211360.70205978784
9126,74,1.0,37.365229228308024,,1.0,3,3.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,91945.04570153714
9437,2,2.0,56.58182521155618,30.242432189590268,8.0,6,14.0,1977,0.150817539,B,B,16,3433,4,2643.0,4,5,B,298194.5131791228
4649,40,1.0,38.46727580065075,39.624493099202034,1.0,11,9.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,247440.53060064913
4935,113,3.0,64.86981283880701,63.55496139752924,8.0,6,9.0,1977,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,291872.4137006557
5076,2,1.0,34.1855157858216,24.583011922154284,5.0,2,5.0,1968,0.150817539,B,B,16,3433,4,2643.0,4,5,B,144605.50562142633
2661,98,1.0,40.531647898498285,21.9670204784869,10.0,12,16.0,1982,0.00016967599999999998,B,B,36,5992,0,,1,1,B,165302.1305422592
3885,58,2.0,52.67851029749587,33.43406350618041,8.0,12,17.0,2003,0.300322518,B,B,52,10311,6,,1,9,B,295873.5506603369
5099,74,2.0,65.19410456757899,,1.0,4,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,158591.79176787275
9436,168,4.0,98.30504001612387,63.95227439055778,14.0,3,17.0,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B,474500.5855912774
9728,156,3.0,58.96424457585272,39.54078470321807,6.0,6,9.0,1976,0.341071945,B,B,27,5664,48,2300.0,3,11,B,86480.95622349638
9638,143,1.0,45.73443867453378,,1.0,21,4.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,179032.66611623476
7172,59,2.0,59.84001604528271,,0.0,22,1.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B,305673.9362067691
8413,207,1.0,37.34050780705346,37.024630558138035,10.0,8,17.0,2017,0.21140121399999998,B,B,9,1892,0,,0,1,B,108540.77296972286
1384,8,2.0,51.88510468106382,34.02489830961289,9.0,9,12.0,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B,230372.6610038333
4473,8,2.0,44.83212460780064,27.250563261421682,5.0,4,5.0,1964,0.225824954,A,B,41,6558,7,1548.0,3,2,B,177535.3737452566
4056,165,1.0,31.828479974777355,15.222565328396248,5.0,5,5.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,170343.755036283
3710,141,1.0,41.49833922721908,22.39863094775727,8.0,3,14.0,1991,0.194489265,B,B,47,8004,3,125.0,3,5,B,165446.79634548828
631,74,1.0,36.93154472981459,,1.0,8,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,123225.90337009088
9058,141,1.0,37.57287309620049,23.111218325267462,6.0,5,6.0,1962,0.034331497,B,B,25,5487,3,,0,4,B,178032.89265551203
5479,168,2.0,54.39289966861579,30.7920767153382,8.0,15,17.0,1990,0.0,B,B,36,6714,2,2672.0,0,2,B,214439.61236821147
7240,125,3.0,80.98307746964342,49.86671383605175,12.0,17,17.0,2011,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,212387.35341070392
2441,96,3.0,73.44184771327531,46.42188931761016,9.0,8,16.0,2012,0.130617806,B,B,39,10418,9,900.0,1,9,B,199179.72589465068
3179,45,1.0,36.136757233069375,21.140933803727336,5.0,3,5.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B,173393.07096786812
1225,155,3.0,75.12838929239344,52.754245789960834,8.0,9,9.0,1956,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,574631.3340507058
4520,98,2.0,46.832679040564756,28.48489134073225,6.0,7,9.0,1974,0.00016967599999999998,B,B,36,5992,0,,1,1,B,210486.25913632664
9353,52,1.0,31.691656654453602,20.10851734581756,5.0,1,5.0,1965,0.000995363,B,B,42,7651,1,,1,5,B,140029.71954866382
8972,57,3.0,80.82081357532594,,10.0,3,3.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,187612.01071040455
5789,88,3.0,65.75625669498976,46.31415111007102,6.0,2,9.0,1969,0.319809354,B,B,25,4756,16,2857.0,5,8,B,293122.5288732056
5359,183,1.0,28.438793880976228,32.51402129469755,6.0,6,10.0,2014,0.019508796000000002,B,B,37,7687,11,176.0,5,5,B,199248.11437562987
3742,207,2.0,66.57716253070629,,1.0,10,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B,187907.06715514246
9036,150,3.0,79.1958250694062,44.42106238405697,10.0,16,17.0,1984,0.298204575,B,B,16,4048,3,,1,3,B,322048.43399028893
5756,74,2.0,61.42259578595206,60.242931325402004,1.0,14,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,162052.06450784186
5083,105,3.0,72.12006654074001,47.89626152927641,10.0,9,16.0,1982,0.037177818,B,B,52,11217,1,2300.0,1,7,B,290525.22357393557
2383,125,2.0,63.59173987343626,0.7955394676818128,10.0,17,17.0,2014,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,174741.9980609786
7121,125,2.0,65.22453290111818,,0.0,15,17.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,173654.55177500538
8175,18,3.0,67.42451318833426,42.97265260262725,8.0,2,16.0,1982,0.035145267,B,B,42,9292,3,2620.0,0,3,B,334325.6439923818
5904,180,4.0,102.52227025853406,74.51346247276857,9.0,4,5.0,1961,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,415574.1158191548
5846,21,3.0,72.0007584897108,47.96742970922905,7.0,17,16.0,1981,0.20014680199999998,B,B,23,3975,8,770.0,2,0,B,381975.5122369781
1970,51,2.0,48.426216762076976,28.11000461078257,5.0,3,9.0,1978,0.0077202819999999985,B,B,38,4788,2,,0,4,B,219765.0281427781
7029,31,3.0,62.34636249335721,46.48336522413434,6.0,2,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,296954.4462646551
9318,148,2.0,53.0697058876927,30.643958259061694,10.0,7,16.0,1978,0.049863387,B,B,18,3746,9,75.0,3,1,B,372616.4560178341
6599,181,1.0,41.678418167229644,23.57421278293053,9.0,5,14.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B,208885.90899877038
4983,98,1.0,40.27664954105588,20.699972288693687,7.0,9,9.0,1979,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,157759.0265475383
2998,94,2.0,43.98014287359924,29.576740892578922,5.0,6,12.0,1971,0.23861713,B,B,26,3889,6,705.0,3,6,B,254391.27332749648
737,113,1.0,40.945753903743096,22.58638836642097,9.0,8,16.0,1979,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,183295.13264780046
7965,26,1.0,42.61479742870434,,10.0,13,20.0,2015,0.127375905,B,B,43,8429,3,,3,9,B,221782.00220471376
8351,108,1.0,35.461751545834545,19.262116728102672,6.0,2,5.0,1961,0.151346216,B,A,32,5889,10,830.0,4,1,B,183658.92522643995
7520,63,2.0,60.900177745722225,57.196914423384726,1.0,2,11.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,166221.47021029654
3061,207,4.0,119.91498998118117,78.5188744426096,13.0,8,12.0,2015,0.072157581,B,B,2,629,1,,0,0,A,221374.05729278226
9745,141,2.0,52.73715017140847,31.98723385641848,8.0,11,17.0,1993,0.194489265,B,B,47,8004,3,125.0,3,5,B,208896.49584913746
9773,2,3.0,61.13602305790987,38.541425006226724,7.0,10,9.0,1976,0.150817539,B,B,16,3433,4,2643.0,4,5,B,298947.3227421746
5153,125,1.0,50.761798029086144,,1.0,4,1.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,137820.11589642215
3529,98,2.0,46.88051184685202,26.398784189550003,5.0,7,5.0,1966,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,189473.46385354557
2021,207,4.0,98.64940403081155,100.85591059836969,1.0,3,1.0,2019,0.072157581,B,B,2,629,1,,0,0,A,294689.6147935343
7303,80,2.0,59.26241529167685,37.203270557906784,10.0,11,17.0,2016,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,308901.3520000765
6936,118,3.0,71.97240857078397,47.22220255570954,7.0,9,12.0,1991,0.007658515,B,B,35,7077,56,2301.0,3,19,B,415613.5584305778
571,178,1.0,41.888845420711974,22.447228441092086,8.0,10,14.0,1995,0.041116354,B,B,53,14892,4,,1,4,B,174939.5373207675
5132,92,3.0,107.5348209579678,63.51612091224393,12.0,6,16.0,1997,0.0,B,B,33,7425,1,,2,5,B,587987.4021043336
6945,49,1.0,45.854822033845366,40.112190216662995,10.0,17,24.0,2009,0.09229064199999999,B,B,21,4346,2,165.0,1,2,B,212021.25825138294
270,27,1.0,38.44138160729067,20.450657961053672,9.0,11,12.0,1972,0.036122292,B,B,24,4378,0,1036.0,1,1,B,203275.6843611061
885,80,2.0,57.92193179996679,37.714088173105004,10.0,11,24.0,2019,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,346494.28358580195
1280,80,2.0,56.02334207717214,,0.0,14,0.0,1977,0.049637257000000004,B,B,34,7759,0,229.0,1,3,B,247074.56483183
9841,75,3.0,45.37842417454849,30.651800602374987,6.0,5,4.0,1977,0.246623602,B,B,14,2940,45,,3,6,B,352139.64408884157
5558,168,2.0,57.65836071930564,30.79083454609429,9.0,12,21.0,2010,0.093442564,B,B,23,4635,5,3300.0,2,4,B,400989.19361703115
8057,22,1.0,35.33494896234025,22.146378173439302,5.0,2,5.0,1968,0.309479124,B,B,35,7715,4,990.0,0,6,B,158806.98113840097
1791,63,3.0,79.8304393653747,48.26503036322548,10.0,5,14.0,1993,0.161531741,B,B,25,5648,1,30.0,2,4,B,246800.15531296981
6719,134,1.0,46.44971085686901,,0.0,6,0.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,168705.45014826118
6934,37,2.0,60.923521797016726,39.4872032056718,7.0,9,16.0,2007,0.042031587,B,B,37,6856,84,1940.0,2,5,B,426593.2611530737
606,74,1.0,54.42906662438479,,0.0,4,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B,106429.78223028069
4816,122,1.0,44.995129916611894,47.483236135812405,0.0,3,2.0,2019,0.43788524,B,B,23,5735,3,1084.0,0,5,B,106866.24874556783
3945,88,1.0,33.23785681524543,21.761830156307454,7.0,5,9.0,1971,0.319809354,B,B,25,4756,16,2857.0,5,8,B,162322.78401128948
6924,88,2.0,62.96215577391354,37.043238253777616,10.0,10,22.0,2007,0.319809354,B,B,25,4756,16,2857.0,5,8,B,334328.5902203312
2701,141,2.0,53.965898978287726,31.079694202425788,8.0,19,17.0,1995,0.034331497,B,B,25,5487,3,,0,4,B,271788.0071933646
9137,134,2.0,91.9731043755259,50.89031824854676,14.0,17,23.0,2010,0.371148999,B,B,34,7065,1,750.0,2,5,B,383841.928038505
1781,84,3.0,72.74561437112334,44.347441742058706,8.0,18,22.0,1982,0.002211665,B,B,39,7614,3,,1,5,A,408096.4012791789
7511,143,3.0,85.84933953218057,,1.0,6,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,306428.78625142964
9720,145,1.0,38.70469772701925,21.99360966996288,10.0,9,22.0,1991,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,215837.93518619105
2641,70,1.0,36.619478265465546,20.919622792189237,5.0,5,5.0,1962,0.195781053,B,B,23,5212,6,,3,2,B,165514.75643159472
3541,165,2.0,56.59899003240752,50.897239805974806,6.0,5,12.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B,238770.3612759979
6140,76,2.0,52.295748466475274,27.71614902281858,10.0,1,16.0,1983,0.460556389,B,B,20,4386,14,,1,5,B,274828.72553545807
8545,88,3.0,69.46284929292193,47.85532008337404,7.0,2,9.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B,182373.32483135405
2631,134,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,B,B,6,1437,3,,0,2,B,243479.876105312
7391,8,2.0,43.59915912377025,33.84111314076314,4.0,2,5.0,1963,0.225824954,A,B,41,6558,7,1548.0,3,2,B,180026.27472052464
3717,181,1.0,56.83864164506545,22.42664316372609,14.0,14,17.0,2003,0.111627393,B,B,50,12238,8,1970.0,2,3,B,338588.2539418333
1406,11,2.0,48.379943517636725,30.593074538395143,6.0,6,12.0,1972,0.050900058,B,B,43,10621,1,30.0,2,3,B,183744.9522402997
5300,116,1.0,44.9548797184879,,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A,133773.30172178228
1873,71,2.0,43.43936712108261,29.328887896951198,6.0,5,8.0,1935,0.246623602,B,B,14,2940,45,,3,6,B,288674.66598856176
4588,66,1.0,43.488871048359115,19.146727692172185,8.0,8,14.0,2009,0.458174486,B,A,26,4439,1,1130.0,1,5,B,203558.79780449602
1813,207,1.0,40.78769821197169,24.479648821827865,10.0,8,19.0,2019,0.21140121399999998,B,B,9,1892,0,,0,1,B,96245.51614622868
6419,32,2.0,39.57262702752751,26.557939777551702,5.0,7,9.0,1968,0.037316452,B,B,32,6748,93,562.0,4,10,B,242067.73485957985
3834,84,1.0,35.79476689875042,21.701365150413928,6.0,9,9.0,1977,0.002211665,B,B,39,7614,3,,1,5,A,155814.3480442097
6289,165,3.0,63.63439823539139,48.647834527246026,5.0,11,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B,325461.157704322
3310,98,1.0,44.69654225370815,21.42797545028509,8.0,10,12.0,1977,0.00016967599999999998,B,B,36,5992,0,,1,1,B,183355.86239288465
4087,79,2.0,45.78468770945803,30.481245890947427,5.0,4,11.0,1970,0.014423113999999999,B,B,19,3806,4,,0,3,B,225146.01933084626
5038,141,1.0,35.53777653095669,22.064536104850717,5.0,4,5.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B,151281.5993872346
8569,143,1.0,43.273066847467305,23.26990963229463,8.0,4,14.0,1988,0.025609157,B,B,33,5261,0,240.0,3,1,B,139450.92630701596
4376,120,2.0,52.346812434485216,29.58860342407135,8.0,8,14.0,1989,0.371148999,B,B,34,7065,1,750.0,2,5,B,198597.31064090444
2450,9,3.0,86.59411617701134,54.69526884414125,10.0,7,17.0,2008,0.08761909,B,B,8,1497,5,,1,0,B,85537.73540463713
948,192,1.0,35.55126477816215,15.418166439952707,9.0,3,9.0,1962,0.486245621,B,B,13,2514,19,,0,6,B,150063.02483891492
8307,125,1.0,50.347879252595185,,1.0,10,17.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,137283.78224619754
5813,207,2.0,51.316358134867144,,1.0,8,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,149654.18549525086
3657,125,3.0,74.36846557094533,64.76951698250433,1.0,14,17.0,2017,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,207709.84985207857
9477,193,1.0,32.678707507861965,18.58068296595189,5.0,3,5.0,1967,0.333891544,B,B,30,6564,1,,0,0,B,141756.75371125556
163,173,3.0,63.868017289041966,40.99230135430807,7.0,4,9.0,1978,0.0077202819999999985,B,B,38,4788,2,,0,4,B,280930.70240196696
8687,141,1.0,32.70465203945279,19.045512120612603,5.0,6,9.0,1964,0.034331497,B,B,25,5487,3,,0,4,B,181779.72035129266
9564,63,1.0,38.46080747913914,19.31622325528808,8.0,5,17.0,1996,0.069753361,B,B,53,13670,4,,1,11,B,176552.02065422348
3984,207,3.0,84.27405526001205,50.50537947999476,8.0,7,9.0,1997,0.041116354,B,B,53,14892,4,,1,4,B,291518.5452160943
9420,207,1.0,38.936986471822365,3.0643197118317236,0.0,18,19.0,2017,0.21140121399999998,B,B,9,1892,0,,0,1,B,93560.78955317123
3873,143,2.0,67.02996197975142,,1.0,6,17.0,1977,0.0071223169999999995,B,B,1,264,0,,0,1,B,204406.32810804425
2906,182,1.0,35.23543046948644,22.00338836070161,9.0,4,9.0,1972,0.040242764,B,B,25,3478,11,2729.0,3,1,B,203629.57253165
9919,182,1.0,34.75773665897939,22.74136849211215,5.0,7,9.0,1966,0.069660344,B,B,31,6119,4,,1,2,B,97107.06214409883
748,74,1.0,42.26610638002831,,1.0,19,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,112523.43097111225
7445,72,3.0,92.18395214820877,54.84811551163089,10.0,4,10.0,1956,0.174739084,B,B,17,3379,9,100.0,0,3,B,478782.48842128884
7835,141,1.0,39.0835481331601,22.50309517061736,6.0,3,9.0,1972,0.194489265,B,B,47,8004,3,125.0,3,5,B,148576.69268698507
3203,120,1.0,42.25405828646817,18.508004575059626,7.0,2,17.0,2009,0.371148999,B,B,34,7065,1,750.0,2,5,B,177126.69377839644
5416,109,3.0,83.10748001579957,45.94841431926553,12.0,19,17.0,2009,0.175054867,B,B,36,10055,3,,1,0,B,394235.91417352407
3685,164,3.0,82.01145040041747,,1.0,6,17.0,2015,0.197367951,B,B,8,2423,1,32.0,0,1,B,196429.6592377391
1931,171,1.0,41.96860478199604,21.394202944126945,9.0,10,14.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,178829.1664497557
2945,207,3.0,47.82132103363831,47.01508270484098,1.0,10,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A,143244.41530669745
36,40,3.0,81.09492211604781,,0.0,15,0.0,1977,0.195781053,B,B,23,5212,6,,3,2,B,442472.4560317953
8255,22,3.0,61.17253288965153,38.58233133550867,6.0,2,9.0,1968,0.309479124,B,B,35,7715,4,990.0,0,6,B,249400.9791719856
6581,207,1.0,41.72898546772821,,0.0,11,0.0,1977,0.011654127,B,B,4,915,0,,0,0,B,112236.13164735348
9757,74,1.0,28.85988488737272,,1.0,12,11.0,1977,0.034656082000000005,B,B,0,168,0,,0,0,B,68375.61550845015
1289,207,3.0,80.4167838852223,42.09782720801042,1.0,7,14.0,2016,0.017647053,B,B,2,469,0,,0,0,B,228740.42544231736
7369,66,3.0,80.29138820280403,48.68498335403614,12.0,12,14.0,2005,0.43788524,B,B,23,5735,3,1084.0,0,5,B,337450.04726223927
5776,122,1.0,40.46741349154574,,1.0,3,1.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,99930.02583559755
3480,139,2.0,57.1543609249502,35.82195230555017,9.0,9,14.0,1995,0.090799103,B,B,74,19083,2,,5,15,B,239606.5015927873
4240,84,1.0,38.329297359374316,22.67092880284657,7.0,6,17.0,2003,0.002211665,B,B,39,7614,3,,1,5,A,246254.90218986355
5932,98,2.0,43.15841677521132,28.495709926658076,5.0,2,5.0,1962,0.038692987000000005,B,B,28,6533,1,1015.0,2,5,B,184141.49177498734
5636,116,2.0,79.11665414238709,,1.0,6,4.0,2015,0.072157581,B,B,2,629,1,,0,0,A,180325.76601073227
7676,63,2.0,69.39981793743347,,1.0,7,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,184267.99732080448
4397,176,1.0,44.15412137129889,,1.0,5,4.0,1977,0.041116354,B,B,53,14892,4,,1,4,B,94691.9078949868
5709,134,2.0,76.07697567033756,,1.0,7,22.0,1977,0.075778755,B,B,6,1437,3,,0,2,B,248611.5026762659
5204,143,1.0,40.55099055955529,20.003409987383808,9.0,8,17.0,2015,0.0071223169999999995,B,B,1,264,0,,0,1,B,102568.34939325982
1302,125,2.0,62.15113235938068,,1.0,20,25.0,1977,0.24320451899999998,B,B,5,1564,0,540.0,0,0,B,193368.61133151315
1235,171,3.0,60.629944476188534,39.22789382388979,6.0,9,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,214211.36033263
675,5,1.0,31.799054157301825,16.106513047407102,8.0,18,22.0,1990,0.0,B,B,39,8647,0,810.0,0,5,B,155767.03096504026
